event_id,timestamp,district_id,emergency_type,severity_level,response_time_minutes,ambulance_required,hospital_transport_required,weather_related_flag,traffic_related_flag,outcome,hour_timestamp,traffic_volume,average_speed_kmh,congestion_index,rush_hour_flag,weekend_flag,weather_impact_score,special_event_impact,temperature_c,feels_like_c,humidity_percent,rainfall_mm,wind_speed_kmh,cloud_cover_percent,weather_condition,heatwave_flag,heavy_rain_flag,storm_flag,district_name,district_type,area_km2,population,commercial_activity_index,industrial_activity_index,green_space_percent,road_capacity_index,public_transport_access_index,base_electricity_demand_mwh,temp_offset_c,wind_multiplier,population_density,grid_capacity_mwh,city_event_active,city_event_expected_attendance,severity_score,type_Infrastructure Failure,type_Medical Emergency,type_Public Safety Incident,type_Traffic Accident,type_Weather Emergency,zoning_Industrial,zoning_Mixed,zoning_Public Services,zoning_Recreation,zoning_Residential,zoning_Transport,year,split_set,dispatch_hour,dispatch_dayofweek,dispatch_month,is_weekend_calc,is_rush_hour_calc,speed_to_capacity_ratio,congestion_burden,volume_to_speed_ratio,weather_stress_index,temperature_extremity,commercial_industrial_intensity,green_space_deficit,transit_dependency_ratio,medical_escalation_risk
EMG_001065,2023-04-01 06:26:00,D15,Infrastructure Failure,High,12.437855801448965,0,0,0,0,Transported to Hospital,2023-04-01 06:00:00,1532.0,53.28689104885034,23.36171227670947,0.0,1.0,1.0,0.0,12.982666800019295,14.406567133344945,64.26416533539097,0.0,3.749113538074264,31.144202776605145,Partly Cloudy,0,0,0,Shopping District,Commercial,4.5,30000,90,5,10,75,85,350,1.0,0.7,6666.666666666667,523.4096846306213,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2023,train,6,5,4,1,0,0.7104917859190998,20.426663943111475,28.220440890995615,0.009596177506727796,9.017333199980705,95,90.0,1.1333331822222423,0
EMG_001064,2023-04-01 06:40:00,D06,Medical Emergency,Medium,14.875373242901857,1,0,0,0,Resolved On-Site,2023-04-01 06:00:00,1059.0,50.15668064111652,25.84313236114025,0.0,1.0,1.0,0.0,12.251498636262935,11.806294855853368,84.9829927345999,0.0,3.583029710222592,75.21909459676186,Cloudy,0,0,0,East Residential,Residential,10.0,140000,25,15,20,55,60,200,0.2,1.0,14000.0,297.7997260168101,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2023,train,6,5,4,1,0,0.9119394822131218,19.254541953719645,20.70110856936332,0.009171071711217504,9.748501363737065,40,80.0,1.0909088925620194,0
EMG_001066,2023-04-01 09:58:00,D04,Traffic Accident,High,18.93141791945016,1,1,0,1,Transported to Hospital,2023-04-01 09:00:00,1604.0,42.18954991408437,36.13221015479417,0.0,1.0,1.0,0.0,17.734565269830167,17.520536293589576,30.016295159117444,0.0,16.231851340577805,5.025907176650449,Clear,0,0,0,North Residential,Residential,12.5,180000,40,5,30,60,75,250,-0.5,1.1,14400.0,399.9161552623148,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2023,train,9,5,4,1,0,0.7031590480415647,26.73332887777852,37.1386134653125,0.041546815039111985,4.265434730169833,45,70.0,1.2499997916667014,1
EMG_001067,2023-04-01 16:51:00,D18,Traffic Accident,Low,21.351831095626505,1,0,0,1,Resolved On-Site,2023-04-01 16:00:00,1215.0,51.89688637579973,23.54954256065533,0.0,1.0,1.0,0.0,14.2980115000761,14.533911037126272,68.7538207943392,0.0,21.6656289479827,50.47450665881352,Partly Cloudy,0,0,0,Riverside,Mixed,5.5,75000,55,20,30,60,75,180,-0.8,1.3,13636.363636363636,284.61403942345066,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2023,train,16,5,4,1,0,0.8649479621053351,20.249996625000563,22.96921583187666,0.05545503465508115,7.7019884999239,75,70.0,1.2499997916667014,0
EMG_001069,2023-04-02 02:35:00,D05,Medical Emergency,Low,14.730521076210527,1,0,0,0,Resolved On-Site,2023-04-02 02:00:00,282.0,57.76671384184844,7.234486605628156,0.0,1.0,1.0,0.0,5.468291999925439,7.503584476219223,65.22235174280713,0.0,8.814191955960503,7.583151096096209,Clear,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2023,train,2,6,4,1,0,0.8887185377640471,4.33846087100602,4.798634831937542,0.02256067993908106,16.53170800007456,45,75.0,1.076922911242629,0
EMG_001068,2023-04-02 02:42:00,D05,Medical Emergency,Medium,12.782903861907911,1,0,0,0,Resolved On-Site,2023-04-02 02:00:00,282.0,57.76671384184844,7.234486605628156,0.0,1.0,1.0,0.0,5.468291999925439,7.503584476219223,65.22235174280713,0.0,8.814191955960503,7.583151096096209,Clear,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2023,train,2,6,4,1,0,0.8887185377640471,4.33846087100602,4.798634831937542,0.02256067993908106,16.53170800007456,45,75.0,1.076922911242629,0
EMG_001070,2023-04-02 03:44:00,D18,Traffic Accident,Critical,8.697068942169821,1,1,0,1,Resolved On-Site,2023-04-02 03:00:00,237.0,57.767501742679215,3.6669652395043806,0.0,1.0,1.0,0.0,7.864200810569287,7.839422661174462,71.38747743737282,0.0,20.60247500110408,1.4796524098470982,Clear,0,0,0,Riverside,Mixed,5.5,75000,55,20,30,60,75,180,-0.8,1.3,13636.363636363636,284.61403942345066,0,0,4,0,0,0,1,0,0,1,0,0,0,0,2023,train,3,6,4,1,0,0.9627915352460643,3.9499993416667762,4.032841161731425,0.05273380098541056,14.135799189430713,75,70.0,1.2499997916667014,1
EMG_001071,2023-04-02 10:08:00,D11,Medical Emergency,Low,27.33634967441592,1,0,0,0,Transported to Hospital,2023-04-02 10:00:00,1443.0,33.271586031754104,62.97950791955304,0.0,1.0,1.0,0.0,16.72381693460297,16.513371183962843,80.60391705910868,0.0,3.709163030775679,23.190545614824867,Clear,0,0,0,Old Town,Mixed,4.0,60000,75,5,12,30,80,150,1.2,0.5,15000.0,218.2719185360926,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2023,train,10,6,4,1,0,1.1090524980409708,48.09998396667201,42.104850317198576,0.009493920758398439,5.276183065397031,80,88.0,2.666665777778074,0
EMG_001072,2023-04-02 15:20:00,D12,Medical Emergency,Low,15.610652833272605,1,0,0,0,Resolved On-Site,2023-04-02 15:00:00,761.0,57.85234486713049,10.062988433318097,0.0,1.0,1.0,0.0,13.487581799859152,13.91160354938858,75.19234919920117,0.0,15.466303866373645,24.04558683953651,Clear,0,0,0,Harbor District,Industrial,18.0,12000,50,95,5,75,50,700,-0.5,1.5,666.6666666666666,1184.734224128349,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2023,train,15,6,4,1,0,0.7713644953798071,10.146665313777957,12.930665748630597,0.03958733064961983,8.512418200140848,145,95.0,0.6666665777777896,0
EMG_001074,2023-04-02 16:36:00,D14,Traffic Accident,Low,16.144524447026054,1,0,0,1,Transported to Hospital,2023-04-02 16:00:00,876.0,52.0039869504816,16.08802019406201,0.0,1.0,1.0,0.0,13.28383040430726,15.499163580823712,29.491187747027453,0.0,6.60171187795544,11.493936913457784,Clear,0,0,0,Medical District,Public Services,3.0,15000,60,10,15,70,85,400,0.5,0.9,5000.0,601.2339110678276,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2023,train,16,6,4,1,0,0.7429139931620238,12.514283926530867,16.52705863086099,0.01689764750674212,8.71616959569274,70,85.0,1.2142855408163513,0
EMG_001075,2023-04-02 16:37:00,D14,Traffic Accident,Low,16.897937864524348,1,0,0,1,Transported to Hospital,2023-04-02 16:00:00,876.0,52.0039869504816,16.08802019406201,0.0,1.0,1.0,0.0,13.28383040430726,15.499163580823712,29.491187747027453,0.0,6.60171187795544,11.493936913457784,Clear,0,0,0,Medical District,Public Services,3.0,15000,60,10,15,70,85,400,0.5,0.9,5000.0,601.2339110678276,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2023,train,16,6,4,1,0,0.7429139931620238,12.514283926530867,16.52705863086099,0.01689764750674212,8.71616959569274,70,85.0,1.2142855408163513,0
EMG_001073,2023-04-02 16:54:00,D11,Medical Emergency,Medium,24.140326140871142,1,0,0,0,Transported to Hospital,2023-04-02 16:00:00,1426.0,34.0251980415357,62.19382833216884,0.0,1.0,1.0,0.0,13.604729955667189,14.319161575110035,65.08604853217072,0.0,3.638014560541741,8.862950924483112,Clear,0,0,0,Old Town,Mixed,4.0,60000,75,5,12,30,80,150,1.2,0.5,15000.0,218.2719185360926,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2023,train,16,6,4,1,0,1.1341728899935601,47.53331748889417,40.713545668148235,0.00931181014938026,8.395270044332811,80,88.0,2.666665777778074,0
EMG_001076,2023-04-02 19:08:00,D20,Medical Emergency,Low,17.175570107502338,1,0,0,0,Referred to Other Agency,2023-04-02 19:00:00,861.0,51.549643943641264,19.627787738716787,0.0,1.0,1.0,0.0,10.990119489829578,11.217121425648967,38.80265695340367,0.0,12.49863403143485,61.513733115190846,Partly Cloudy,0,0,0,Suburban District,Residential,22.0,110000,15,10,60,55,30,190,-0.5,1.1,5000.0,289.333384159407,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2023,train,19,6,4,1,0,0.937266083108735,15.654542608264979,16.38450682793227,0.031991325293094355,11.009880510170422,25,40.0,0.5454544462810097,0
EMG_001077,2023-04-03 05:30:00,D06,Medical Emergency,Medium,10.293634205190042,1,0,0,0,Resolved On-Site,2023-04-03 05:00:00,320.0,59.40846531146958,9.085037119066904,0.0,0.0,1.0,0.0,15.387642306793238,16.19894016799483,75.91177415034859,0.0,12.75049905973389,15.82982411217234,Clear,0,0,0,East Residential,Residential,10.0,140000,25,15,20,55,60,200,0.2,1.0,14000.0,297.7997260168101,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2023,train,5,0,4,0,0,1.080153718362407,5.818180760330771,5.297270810474348,0.032635995425046686,6.6123576932067625,40,80.0,1.0909088925620194,0
EMG_001080,2023-04-03 07:08:00,D05,Infrastructure Failure,Medium,25.02663280855024,0,0,0,0,Resolved On-Site,2023-04-03 07:00:00,3465.0,29.854786753911107,66.35652477876,1.0,0.0,1.0,0.0,11.972851110811236,13.647211590025758,72.66478201922024,0.0,4.27576930252856,22.74696367049427,Clear,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2023,train,7,0,4,0,1,0.4593043409364261,53.30768410651014,112.30024137375644,0.010944198085277888,10.027148889188764,45,75.0,1.076922911242629,0
EMG_001078,2023-04-03 07:25:00,D05,Traffic Accident,Critical,15.965615592399388,1,1,0,1,Resolved On-Site,2023-04-03 07:00:00,3465.0,29.854786753911107,66.35652477876,1.0,0.0,1.0,0.0,11.972851110811236,13.647211590025758,72.66478201922024,0.0,4.27576930252856,22.74696367049427,Clear,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,4,0,0,0,1,0,0,0,0,0,1,0,2023,train,7,0,4,0,1,0.4593043409364261,53.30768410651014,112.30024137375644,0.010944198085277888,10.027148889188764,45,75.0,1.076922911242629,1
EMG_001079,2023-04-03 07:33:00,D05,Medical Emergency,Low,26.69865342281976,1,0,0,0,Resolved On-Site,2023-04-03 07:00:00,3465.0,29.854786753911107,66.35652477876,1.0,0.0,1.0,0.0,11.972851110811236,13.647211590025758,72.66478201922024,0.0,4.27576930252856,22.74696367049427,Clear,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2023,train,7,0,4,0,1,0.4593043409364261,53.30768410651014,112.30024137375644,0.010944198085277888,10.027148889188764,45,75.0,1.076922911242629,0
EMG_001081,2023-04-03 07:39:00,D05,Medical Emergency,Medium,25.07759377977776,1,0,0,0,Transported to Hospital,2023-04-03 07:00:00,3465.0,29.854786753911107,66.35652477876,1.0,0.0,1.0,0.0,11.972851110811236,13.647211590025758,72.66478201922024,0.0,4.27576930252856,22.74696367049427,Clear,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2023,train,7,0,4,0,1,0.4593043409364261,53.30768410651014,112.30024137375644,0.010944198085277888,10.027148889188764,45,75.0,1.076922911242629,0
EMG_001082,2023-04-03 08:26:00,D20,Traffic Accident,Medium,22.676898711436493,1,0,0,1,Resolved On-Site,2023-04-03 08:00:00,2083.0,39.374419538238,45.69886689852461,1.0,0.0,1.0,0.0,17.444539514683292,18.19371227633364,48.49251409064669,0.0,5.212083741686431,45.47120423487593,Partly Cloudy,0,0,0,Suburban District,Residential,22.0,110000,15,10,60,55,30,190,-0.5,1.1,5000.0,289.333384159407,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2023,train,8,0,4,0,1,0.715898406895526,37.87272038677811,51.592072996299606,0.013340775161171511,4.555460485316708,25,40.0,0.5454544462810097,0
EMG_001083,2023-04-03 13:43:00,D12,Medical Emergency,Low,24.459209228164774,1,0,0,0,Resolved On-Site,2023-04-03 13:00:00,2817.0,40.44059064621884,44.09415972603434,0.0,0.0,1.0,2.5,15.73315148034618,16.00888337329664,62.6784884893866,0.0,16.132724678510087,49.86451355845389,Partly Cloudy,0,0,0,Harbor District,Industrial,18.0,12000,50,95,5,75,50,700,-0.5,1.5,666.6666666666666,1184.734224128349,1,59748,1,0,1,0,0,0,1,0,0,0,0,0,2023,train,13,0,4,0,0,0.539207803388544,37.55999499200067,67.97683035092145,0.04129309184956573,6.26684851965382,145,95.0,0.6666665777777896,0
EMG_001084,2023-04-03 13:55:00,D12,Traffic Accident,Low,18.92200593330152,1,0,0,1,Resolved On-Site,2023-04-03 13:00:00,2817.0,40.44059064621884,44.09415972603434,0.0,0.0,1.0,2.5,15.73315148034618,16.00888337329664,62.6784884893866,0.0,16.132724678510087,49.86451355845389,Partly Cloudy,0,0,0,Harbor District,Industrial,18.0,12000,50,95,5,75,50,700,-0.5,1.5,666.6666666666666,1184.734224128349,1,59748,1,0,0,0,1,0,1,0,0,0,0,0,2023,train,13,0,4,0,0,0.539207803388544,37.55999499200067,67.97683035092145,0.04129309184956573,6.26684851965382,145,95.0,0.6666665777777896,0
EMG_001085,2023-04-03 14:50:00,D19,Traffic Accident,Low,18.16098291775626,1,0,0,1,Transported to Hospital,2023-04-03 14:00:00,1081.0,50.145001108289335,26.555245032635185,0.0,0.0,1.0,0.0,14.712123607768438,15.814936742854393,84.72635194307466,0.0,5.583494750279453,67.6820161298449,Partly Cloudy,0,0,0,Hillside,Residential,9.0,90000,20,0,45,45,40,160,-1.0,1.2,10000.0,249.27780074568463,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2023,train,14,0,4,0,0,1.114333110332405,24.022216883951803,21.135985464370176,0.01429143347818854,7.287876392231562,20,55.0,0.8888886913580685,0
EMG_001086,2023-04-03 18:58:00,D15,Traffic Accident,Medium,24.986955111816485,1,0,0,1,Resolved On-Site,2023-04-03 18:00:00,3612.0,34.49730688507477,60.560097772962,1.0,0.0,1.0,0.0,14.434938890789947,13.854000001259326,62.064107623464,0.0,7.80235051055501,23.820025462739245,Clear,0,0,0,Shopping District,Commercial,4.5,30000,90,5,10,75,85,350,1.0,0.7,6666.666666666667,523.4096846306213,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2023,train,18,0,4,0,1,0.45996403047245954,48.15999357866752,101.75419819013663,0.01997078501587674,7.565061109210053,95,90.0,1.1333331822222423,0
EMG_001087,2023-04-03 21:10:00,D05,Traffic Accident,Low,22.959677445576386,1,0,0,1,Resolved On-Site,2023-04-03 21:00:00,1987.0,39.763996980205,41.09397068746044,0.0,0.0,1.0,0.0,7.570956923087847,6.322195708100488,50.2678309125147,0.0,6.729761921540304,26.40130304934828,Clear,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2023,train,21,0,4,0,0,0.6117537055795068,30.56922606627291,48.74399340586958,0.017225402570840754,14.429043076912153,45,75.0,1.076922911242629,0
EMG_001088,2023-04-04 02:20:00,D01,Traffic Accident,Low,14.3891772687475,1,0,0,1,Resolved On-Site,2023-04-04 02:00:00,570.0,57.71599429157588,6.129662000604998,0.0,0.0,1.0,0.0,8.595758456473238,9.654544304726253,30.58180777817791,0.0,9.67595842493752,17.03536713434483,Clear,0,0,0,Downtown,Commercial,5.2,120000,95,10,5,80,95,400,1.5,0.7,23076.923076923074,617.4540118847362,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,train,2,1,4,0,0,0.7214498384634687,7.124999109375111,9.707746703044066,0.024766445094408205,13.404241543526762,105,95.0,1.1874998515625186,0
EMG_001089,2023-04-04 04:16:00,D04,Medical Emergency,Medium,11.448927962135691,1,0,0,0,Resolved On-Site,2023-04-04 04:00:00,441.0,57.524575856481455,8.9087443310983,0.0,0.0,1.0,0.0,11.453041556852638,11.013940228178877,44.62349352920732,0.0,9.061164314363866,56.54903712072105,Partly Cloudy,0,0,0,North Residential,Residential,12.5,180000,40,5,30,60,75,250,-0.5,1.1,14400.0,399.9161552623148,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2023,train,4,1,4,0,0,0.9587427711508957,7.349998775000204,7.535295959793963,0.023192826862993964,10.546958443147362,45,70.0,1.2499997916667014,0
EMG_001090,2023-04-04 04:35:00,D04,Medical Emergency,Low,16.689605469763276,1,0,0,0,Resolved On-Site,2023-04-04 04:00:00,441.0,57.524575856481455,8.9087443310983,0.0,0.0,1.0,0.0,11.453041556852638,11.013940228178877,44.62349352920732,0.0,9.061164314363866,56.54903712072105,Partly Cloudy,0,0,0,North Residential,Residential,12.5,180000,40,5,30,60,75,250,-0.5,1.1,14400.0,399.9161552623148,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2023,train,4,1,4,0,0,0.9587427711508957,7.349998775000204,7.535295959793963,0.023192826862993964,10.546958443147362,45,70.0,1.2499997916667014,0
EMG_001091,2023-04-04 10:32:00,D20,Infrastructure Failure,Low,20.57734862990717,0,0,0,0,Transported to Hospital,2023-04-04 10:00:00,1226.0,43.37590234253729,33.27333016142384,0.0,0.0,1.0,0.0,15.531601279112529,16.84354201380668,19.11771255816184,0.0,3.9239928699915785,39.783513226255806,Partly Cloudy,0,0,0,Suburban District,Residential,22.0,110000,15,10,60,55,30,190,-0.5,1.1,5000.0,289.333384159407,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2023,train,10,1,4,0,0,0.7886526264729277,22.290905038017264,27.627607221065936,0.010043796148919816,6.468398720887471,25,40.0,0.5454544462810097,0
EMG_001092,2023-04-04 12:52:00,D11,Medical Emergency,Medium,25.10004135790096,1,0,0,0,Resolved On-Site,2023-04-04 12:00:00,2019.0,20.300066505277,83.53136611555398,0.0,0.0,1.0,0.0,18.27805831752352,20.56510263596316,80.4671747534719,0.0,4.695510068193127,25.59840517472622,Clear,0,0,0,Old Town,Mixed,4.0,60000,75,5,12,30,80,150,1.2,0.5,15000.0,218.2719185360926,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2023,train,12,1,4,0,0,0.6766686579530141,67.29997756667414,94.78843643515391,0.01201856055875901,3.72194168247648,80,88.0,2.666665777778074,0
EMG_001093,2023-04-04 13:38:00,D04,Fire,High,14.45846839556822,0,0,0,0,Transported to Hospital,2023-04-04 13:00:00,2206.0,35.98644007406765,44.95660154811887,0.0,0.0,1.0,0.0,18.05210442068482,19.501747651981184,52.12960745792475,0.0,8.436197370198004,42.48288352856763,Partly Cloudy,0,0,0,North Residential,Residential,12.5,180000,40,5,30,60,75,250,-0.5,1.1,14400.0,399.9161552623148,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2023,train,13,1,4,0,0,0.5997739012721439,36.76666053888991,59.64348003166424,0.0215931703918983,3.9478955793151798,45,70.0,1.2499997916667014,0
EMG_001095,2023-04-04 17:24:00,D18,Traffic Accident,High,18.345987577377137,1,1,0,1,Resolved On-Site,2023-04-04 17:00:00,2921.0,28.716851109822446,65.1350010855609,1.0,0.0,1.0,0.0,14.685704223001038,15.065368239950976,66.95031464481198,0.0,7.403894167108291,15.059779310870605,Clear,0,0,0,Riverside,Mixed,5.5,75000,55,20,30,60,75,180,-0.8,1.3,13636.363636363636,284.61403942345066,0,0,3,0,0,0,1,0,0,1,0,0,0,0,2023,train,17,1,4,0,1,0.47861410539468985,48.68332521944579,98.29439832656121,0.018950901845744623,7.3142957769989625,75,70.0,1.2499997916667014,1
EMG_001094,2023-04-04 17:49:00,D01,Traffic Accident,Medium,28.70361776312472,1,0,0,1,Transported to Hospital,2023-04-04 17:00:00,5176.0,21.660488336577405,80.35872186340028,1.0,0.0,1.0,0.0,16.454289923995688,17.129614422236926,20.00595578848842,0.0,3.4684675142949555,83.1568364590776,Cloudy,0,0,0,Downtown,Commercial,5.2,120000,95,10,5,80,95,400,1.5,0.7,23076.923076923074,617.4540118847362,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2023,train,17,1,4,0,1,0.27075607036270877,64.699991912501,228.41520108130965,0.00887783994949102,5.545710076004312,105,95.0,1.1874998515625186,0
EMG_001097,2023-04-04 19:27:00,D11,Medical Emergency,Low,34.894166452676444,1,0,0,0,Transported to Hospital,2023-04-04 19:00:00,3860.0,5.595527012553072,120.0,1.0,0.0,1.0,0.0,10.845904997671791,11.61883088733879,70.90212997768796,0.0,3.039731770943237,14.687314958061007,Clear,0,0,0,Old Town,Mixed,4.0,60000,75,5,12,30,80,150,1.2,0.5,15000.0,218.2719185360926,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2023,train,19,1,4,0,1,0.18651750491260077,128.66662377779207,585.2451203146278,0.007780454059493339,11.154095002328209,80,88.0,2.666665777778074,0
EMG_001096,2023-04-04 19:28:00,D06,Medical Emergency,Critical,14.563967426374449,1,1,0,0,Transported to Hospital,2023-04-04 19:00:00,3207.0,27.185072393667,72.7192407041413,1.0,0.0,1.0,0.0,11.335254945547192,11.006529251473822,58.48989035164207,0.0,4.961139915523559,40.17934266308329,Partly Cloudy,0,0,0,East Residential,Residential,10.0,140000,25,15,20,55,60,200,0.2,1.0,14000.0,297.7997260168101,0,0,4,0,1,0,0,0,0,0,0,0,1,0,2023,train,19,1,4,0,1,0.49427395365322657,58.30908030743994,113.78363536581129,0.012698462925060015,10.664745054452808,40,80.0,1.0909088925620194,1
EMG_001098,2023-04-04 22:57:00,D20,Public Safety Incident,Low,18.552249412281352,0,0,0,0,Resolved On-Site,2023-04-04 22:00:00,1251.0,45.79888869952161,32.308997265892046,0.0,0.0,1.0,0.0,7.044325132384491,4.685413125020887,60.2902103713878,0.0,16.288984882996324,12.06883062520031,Clear,0,0,0,Suburban District,Residential,22.0,110000,15,10,60,55,30,190,-0.5,1.1,5000.0,289.333384159407,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2023,train,22,1,4,0,0,0.8327069158627718,22.745450409918107,26.731403987650417,0.04169305323890731,14.95567486761551,25,40.0,0.5454544462810097,0
EMG_001099,2023-04-05 02:28:00,D16,Medical Emergency,Medium,11.096750091415586,1,0,0,0,Resolved On-Site,2023-04-05 02:00:00,282.0,58.61406067238852,5.514193706301342,0.0,0.0,1.0,0.0,9.776252417737275,10.241211728849406,57.16214063436262,0.0,6.627446608178164,36.930989497740974,Partly Cloudy,0,0,0,Stadium District,Recreation,5.0,10000,65,5,25,85,75,200,0.2,1.0,2000.0,299.17022549267165,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2023,train,2,2,4,0,0,0.6895771032543233,3.3176466685121566,4.730427634341878,0.016963517754948008,12.223747582262725,70,75.0,0.8823528373702544,0
EMG_001100,2023-04-05 03:47:00,D01,Traffic Accident,Medium,13.0196355658717,1,0,0,1,Transported to Hospital,2023-04-05 03:00:00,579.0,57.08844770135424,7.010654814530947,0.0,0.0,1.0,0.0,9.731243888355632,8.767862590277543,54.04000024928723,0.0,8.162684408086161,46.404875940259146,Partly Cloudy,0,0,0,Downtown,Commercial,5.2,120000,95,10,5,80,95,400,1.5,0.7,23076.923076923074,617.4540118847362,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2023,train,3,2,4,0,0,0.7136055070662396,7.237499095312613,9.967558489026407,0.020893090517506357,12.268756111644368,105,95.0,1.1874998515625186,0
EMG_001101,2023-04-05 06:20:00,D08,Medical Emergency,Medium,20.35020940136581,1,0,0,0,Resolved On-Site,2023-04-05 06:00:00,1865.0,48.86171629014128,24.550324335624,0.0,0.0,1.0,0.0,14.500688728856591,13.764175930746678,24.06099229226304,0.0,14.75479266381528,40.55515953670174,Partly Cloudy,0,0,0,Tech Park,Commercial,6.0,25000,85,20,15,90,85,450,0.8,0.8,4166.666666666667,749.9448163996802,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2023,train,6,2,4,0,0,0.5429078984562478,20.722219919753343,37.403445744781756,0.037766156729855706,7.499311271143409,105,85.0,0.9444443395061844,0
EMG_001102,2023-04-05 07:30:00,D02,Medical Emergency,Low,27.339897103669976,1,0,0,0,Resolved On-Site,2023-04-05 07:00:00,4228.0,29.43001179509648,65.50796995619415,1.0,0.0,1.0,0.0,17.701646007316068,18.51055250818555,49.059350613574175,0.0,6.6700954828333145,37.68698781725984,Partly Cloudy,0,0,0,Financial District,Commercial,3.8,45000,100,5,8,85,90,500,1.2,0.6,11842.105263157897,843.8392883012395,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2023,train,7,2,4,0,1,0.34623539214991245,49.74117061868581,138.94177986093663,0.017072681205853587,4.298353992683932,105,92.0,1.0588234048443053,0
EMG_001103,2023-04-05 08:50:00,D15,Medical Emergency,Medium,25.22982708487716,1,0,0,0,Referred to Other Agency,2023-04-05 08:00:00,3498.0,34.93384515130532,55.9156867208167,1.0,0.0,1.0,0.0,16.483168110154832,17.204570427968907,73.43103241739593,0.0,7.705028872475891,42.33168272198681,Partly Cloudy,0,0,0,Shopping District,Commercial,4.5,30000,90,5,10,75,85,350,1.0,0.7,6666.666666666667,523.4096846306213,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2023,train,8,2,4,0,1,0.46578453991279894,46.63999378133416,97.34555222996872,0.01972168193997137,5.516831889845168,95,90.0,1.1333331822222423,0
EMG_001104,2023-04-05 09:18:00,D05,Medical Emergency,Medium,22.055490794959745,1,0,0,0,Transported to Hospital,2023-04-05 09:00:00,3597.0,27.07284823578732,70.77839821182921,1.0,0.0,1.0,0.0,13.037205139267098,13.395971045234765,54.00977973646573,0.0,8.926947169742808,43.30059006034958,Partly Cloudy,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2023,train,9,2,4,0,1,0.4165052933959136,55.33845302485338,128.13092457838096,0.02284928657509663,8.962794860732902,45,75.0,1.076922911242629,0
EMG_001105,2023-04-05 15:23:00,D05,Traffic Accident,High,11.788920953938982,1,1,0,1,Resolved On-Site,2023-04-05 15:00:00,2009.0,43.70946533585195,38.61332273310391,0.0,0.0,1.0,0.0,16.236596198180376,18.196599969822035,54.8095503320293,0.0,8.085318061382527,0.0,Clear,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2023,train,15,2,4,0,0,0.6724532094049208,30.90768755266345,44.93455658457648,0.020695064720614522,5.763403801819624,45,75.0,1.076922911242629,1
