event_id,timestamp,district_id,emergency_type,severity_level,response_time_minutes,ambulance_required,hospital_transport_required,weather_related_flag,traffic_related_flag,outcome
EMG_001618,2023-05-24 10:22:00,D02,Public Safety Incident,Low,23.448333167569185,0,0,0,0,Transported to Hospital
EMG_001620,2023-05-24 17:17:00,D13,Medical Emergency,Critical,11.445840822604374,1,1,0,0,Resolved On-Site
EMG_001622,2023-05-24 18:01:00,D05,Medical Emergency,High,19.344537041983852,1,1,0,0,Resolved On-Site
EMG_001623,2023-05-24 18:27:00,D11,Traffic Accident,Medium,31.204353747721385,1,0,0,1,Resolved On-Site
EMG_001621,2023-05-24 18:31:00,D05,Medical Emergency,High,21.5252885918942,1,1,0,0,Resolved On-Site
EMG_001625,2023-05-24 19:30:00,D01,Infrastructure Failure,Low,30.834344329172104,0,0,0,0,Resolved On-Site
EMG_001624,2023-05-24 19:43:00,D01,Medical Emergency,High,21.554926714578155,1,1,0,0,Resolved On-Site
EMG_001626,2023-05-24 20:03:00,D02,Medical Emergency,High,11.9656025458368,1,1,0,0,Transported to Hospital
EMG_001627,2023-05-24 20:54:00,D05,Medical Emergency,Critical,13.919071886384394,1,1,0,0,Resolved On-Site
EMG_001628,2023-05-24 23:45:00,D17,Traffic Accident,Medium,11.250652676572546,1,0,0,1,Resolved On-Site
EMG_001629,2023-05-25 03:13:00,D16,Traffic Accident,Medium,9.157696442075345,1,0,0,1,Transported to Hospital
EMG_001630,2023-05-25 09:26:00,D19,Traffic Accident,High,20.262327966567888,1,1,0,1,Resolved On-Site
EMG_001631,2023-05-25 12:51:00,D05,Medical Emergency,Low,25.44255432209571,1,0,0,0,Resolved On-Site
EMG_001632,2023-05-25 18:10:00,D17,Medical Emergency,Medium,20.16595172712577,1,0,0,0,Resolved On-Site
EMG_001633,2023-05-25 18:37:00,D17,Medical Emergency,Low,24.721883730235472,1,0,0,0,Resolved On-Site
EMG_001634,2023-05-25 20:57:00,D15,Medical Emergency,Low,22.304219611326516,1,0,0,0,Resolved On-Site
EMG_001636,2023-05-25 21:18:00,D08,Public Safety Incident,Low,20.05005880899179,0,0,0,0,Resolved On-Site
EMG_001635,2023-05-25 21:59:00,D08,Traffic Accident,Low,16.768752241633514,1,0,0,1,Resolved On-Site
EMG_001638,2023-05-26 09:55:00,D17,Medical Emergency,Medium,17.582015352558088,1,0,0,0,Resolved On-Site
EMG_001637,2023-05-26 09:59:00,D07,Medical Emergency,Medium,23.4580459541916,1,0,0,0,Resolved On-Site
EMG_001639,2023-05-26 13:11:00,D04,Traffic Accident,High,17.076035756934537,1,1,0,1,Transported to Hospital
EMG_001640,2023-05-26 14:16:00,D09,Traffic Accident,Medium,23.18660918564781,1,0,0,1,Resolved On-Site
EMG_001641,2023-05-26 17:28:00,D01,Medical Emergency,Low,28.192351973497736,1,0,0,0,Resolved On-Site
EMG_001642,2023-05-26 18:23:00,D19,Medical Emergency,Medium,20.1154732535309,1,0,0,0,Transported to Hospital
EMG_001643,2023-05-26 20:25:00,D06,Medical Emergency,Medium,20.12203089024869,1,0,0,0,Transported to Hospital
EMG_001644,2023-05-27 02:20:00,D04,Medical Emergency,Low,14.555919645381168,1,0,0,0,Transported to Hospital
EMG_001645,2023-05-27 15:37:00,D12,Medical Emergency,Low,16.502817008168414,1,0,0,0,Resolved On-Site
EMG_001646,2023-05-27 16:35:00,D09,Traffic Accident,Low,21.3198127496792,1,0,0,1,Resolved On-Site
EMG_001647,2023-05-27 17:51:00,D17,Fire,Low,22.099293147754004,0,0,0,0,Resolved On-Site
EMG_001650,2023-05-27 22:27:00,D17,Traffic Accident,Low,18.25861627417888,1,0,0,1,Resolved On-Site
EMG_001648,2023-05-27 22:45:00,D03,Public Safety Incident,Critical,7.58687844318525,0,0,0,0,Resolved On-Site
EMG_001649,2023-05-27 22:55:00,D03,Medical Emergency,High,8.860166901920536,1,1,0,0,Resolved On-Site
EMG_001651,2023-05-28 04:57:00,D15,Infrastructure Failure,Low,12.434890607718051,0,0,0,0,Referred to Other Agency
EMG_001653,2023-05-28 06:47:00,D17,Traffic Accident,Critical,9.50620747805325,1,1,0,1,Resolved On-Site
EMG_001652,2023-05-28 06:47:00,D17,Traffic Accident,Low,21.146044687752,1,0,0,1,Resolved On-Site
EMG_001654,2023-05-28 09:05:00,D11,Medical Emergency,Medium,25.17276951082811,1,0,0,0,Referred to Other Agency
EMG_001655,2023-05-28 09:39:00,D11,Public Safety Incident,Medium,24.177153992445785,0,0,0,0,Resolved On-Site
EMG_001656,2023-05-28 12:50:00,D10,Traffic Accident,Low,14.915857603715692,1,0,0,1,Transported to Hospital
EMG_001657,2023-05-28 18:14:00,D20,Medical Emergency,Medium,14.76348568212028,1,0,0,0,Resolved On-Site
EMG_001658,2023-05-28 20:30:00,D17,Medical Emergency,Low,16.062447649820722,1,0,0,0,Resolved On-Site
EMG_001659,2023-05-28 21:20:00,D08,Fire,Low,16.71011869523452,0,0,0,0,Resolved On-Site
EMG_001661,2023-05-29 07:01:00,D17,Traffic Accident,Low,24.50882523923399,1,0,0,1,Transported to Hospital
EMG_001662,2023-05-29 07:04:00,D18,Traffic Accident,Low,27.429050261289,1,0,0,1,Resolved On-Site
EMG_001660,2023-05-29 07:20:00,D17,Fire,Medium,22.93059617422169,0,0,0,0,Referred to Other Agency
EMG_001663,2023-05-29 09:20:00,D10,Traffic Accident,Low,18.9452750115483,1,0,0,1,Resolved On-Site
EMG_001664,2023-05-29 11:16:00,D18,Medical Emergency,High,16.313536542778433,1,1,0,0,Transported to Hospital
EMG_001665,2023-05-29 11:51:00,D18,Traffic Accident,Medium,20.42959817900649,1,0,0,1,Transported to Hospital
EMG_001666,2023-05-29 12:10:00,D10,Fire,Low,17.938113347085302,0,0,0,0,Transported to Hospital
EMG_001667,2023-05-29 15:44:00,D08,Medical Emergency,Medium,15.139696581618388,1,0,0,0,Resolved On-Site
EMG_001669,2023-05-29 18:03:00,D15,Traffic Accident,Low,24.162169111633894,1,0,0,1,Transported to Hospital
EMG_001668,2023-05-29 18:17:00,D15,Traffic Accident,Medium,24.19402792057639,1,0,0,1,Resolved On-Site
EMG_001670,2023-05-29 21:18:00,D11,Medical Emergency,Low,30.883855814511275,1,0,0,0,Transported to Hospital
EMG_001671,2023-05-29 21:29:00,D11,Medical Emergency,Medium,25.518447772527107,1,0,0,0,Resolved On-Site
EMG_001672,2023-05-29 23:11:00,D17,Infrastructure Failure,Medium,13.927067172560587,0,0,0,0,Resolved On-Site
EMG_001673,2023-05-30 05:04:00,D18,Traffic Accident,Medium,11.93299264522177,1,0,0,1,Resolved On-Site
EMG_001674,2023-05-30 13:23:00,D01,Medical Emergency,Medium,20.081911662810843,1,0,0,0,Transported to Hospital
EMG_001675,2023-05-30 14:07:00,D08,Medical Emergency,Medium,20.330651350469207,1,0,0,0,Resolved On-Site
EMG_001676,2023-05-30 16:32:00,D05,Fire,Low,30.73390259994561,0,0,0,0,Resolved On-Site
EMG_001677,2023-05-30 17:57:00,D19,Public Safety Incident,Critical,14.138955496119337,0,0,0,0,Resolved On-Site
EMG_001678,2023-05-30 22:29:00,D07,Infrastructure Failure,Low,21.474320524614917,0,0,0,0,Resolved On-Site
EMG_001679,2023-05-31 01:42:00,D19,Traffic Accident,Medium,19.04114775131758,1,0,0,1,Transported to Hospital
EMG_001680,2023-05-31 03:52:00,D13,Medical Emergency,Low,15.929750202355274,1,0,0,0,Transported to Hospital
EMG_001681,2023-05-31 05:06:00,D14,Medical Emergency,Medium,10.254136711164136,1,0,0,0,Resolved On-Site
EMG_001682,2023-05-31 06:41:00,D07,Traffic Accident,Medium,20.24784080546966,1,0,0,1,Resolved On-Site
EMG_001683,2023-05-31 06:57:00,D07,Medical Emergency,Low,20.2200727989412,1,0,0,0,Resolved On-Site
EMG_001684,2023-05-31 14:10:00,D13,Traffic Accident,Medium,14.660936050720608,1,0,0,1,Resolved On-Site
EMG_001686,2023-05-31 16:10:00,D18,Traffic Accident,Low,30.785427065594096,1,0,0,1,Resolved On-Site
EMG_001685,2023-05-31 16:41:00,D15,Fire,Low,25.71159639797823,0,0,0,0,Resolved On-Site
EMG_001687,2023-05-31 19:21:00,D16,Medical Emergency,Medium,20.510314185011847,1,0,0,0,Resolved On-Site
EMG_001690,2023-05-31 22:00:00,D17,Fire,Low,17.735910493595128,0,0,0,0,Resolved On-Site
EMG_001689,2023-05-31 22:20:00,D02,Traffic Accident,Low,24.311615119588936,1,0,0,1,Resolved On-Site
EMG_001688,2023-05-31 22:31:00,D02,Public Safety Incident,Medium,22.07695791432256,0,0,0,0,Transported to Hospital
EMG_001692,2023-06-01 13:02:00,D15,Medical Emergency,High,13.844225630343107,1,1,0,0,Resolved On-Site
EMG_001691,2023-06-01 13:43:00,D05,Public Safety Incident,Low,20.97777005663817,0,0,0,0,Resolved On-Site
EMG_001693,2023-06-01 13:58:00,D15,Medical Emergency,Medium,21.30030967934904,1,0,0,0,Resolved On-Site
EMG_001695,2023-06-01 16:29:00,D17,Public Safety Incident,Medium,18.88212546136068,0,0,0,0,Transported to Hospital
EMG_001694,2023-06-01 16:45:00,D07,Traffic Accident,Medium,27.286945958748117,1,0,0,1,Resolved On-Site
EMG_001697,2023-06-01 18:13:00,D09,Medical Emergency,Medium,29.53643341737641,1,0,0,0,Transported to Hospital
EMG_001696,2023-06-01 18:16:00,D08,Traffic Accident,Medium,21.02308138946661,1,0,0,1,Resolved On-Site
EMG_001698,2023-06-01 19:36:00,D17,Public Safety Incident,High,17.877060682187395,0,0,0,0,Transported to Hospital
EMG_001699,2023-06-02 00:05:00,D18,Infrastructure Failure,Low,17.511609407663162,0,0,0,0,Resolved On-Site
EMG_001700,2023-06-02 00:15:00,D19,Public Safety Incident,High,12.370966511456508,0,0,0,0,Resolved On-Site
EMG_001701,2023-06-02 05:45:00,D06,Medical Emergency,Medium,12.51823519546364,1,0,0,0,Resolved On-Site
EMG_001703,2023-06-02 06:18:00,D12,Medical Emergency,Low,16.57713732533457,1,0,0,0,Transported to Hospital
EMG_001702,2023-06-02 06:46:00,D01,Traffic Accident,Medium,18.220113459228862,1,0,0,1,Resolved On-Site
EMG_001706,2023-06-02 09:15:00,D03,Traffic Accident,Medium,14.48444065201518,1,0,0,1,Resolved On-Site
EMG_001704,2023-06-02 09:47:00,D02,Medical Emergency,Low,24.111151760351635,1,0,0,0,Transported to Hospital
EMG_001705,2023-06-02 09:56:00,D03,Traffic Accident,Low,20.447423964661272,1,0,0,1,Resolved On-Site
EMG_001707,2023-06-02 13:23:00,D04,Traffic Accident,Medium,14.686611295937189,1,0,0,1,Resolved On-Site
EMG_001709,2023-06-02 17:31:00,D16,Medical Emergency,Medium,21.80415426973489,1,0,0,0,Transported to Hospital
EMG_001708,2023-06-02 17:58:00,D15,Traffic Accident,Low,26.125949087413044,1,0,0,1,Resolved On-Site
EMG_001710,2023-06-02 20:38:00,D16,Traffic Accident,Low,18.983866969275244,1,0,0,1,Resolved On-Site
EMG_001711,2023-06-02 22:03:00,D09,Traffic Accident,Medium,20.769282458470222,1,0,0,1,Resolved On-Site
EMG_001712,2023-06-03 04:27:00,D01,Medical Emergency,Medium,12.34568712818631,1,0,0,0,Resolved On-Site
EMG_001715,2023-06-03 07:21:00,D11,Traffic Accident,Low,28.71051047235548,1,0,0,1,Transported to Hospital
EMG_001714,2023-06-03 07:43:00,D11,Traffic Accident,Medium,22.723040229526543,1,0,0,1,Resolved On-Site
EMG_001713,2023-06-03 07:50:00,D11,Traffic Accident,Low,25.65818534768649,1,0,0,1,Resolved On-Site
EMG_001716,2023-06-03 15:02:00,D18,Medical Emergency,Low,19.15834761385617,1,0,0,0,Resolved On-Site
EMG_001718,2023-06-03 18:03:00,D18,Infrastructure Failure,High,11.665196161734157,0,0,0,0,Resolved On-Site
EMG_001717,2023-06-03 18:46:00,D02,Traffic Accident,Low,20.385268834931825,1,0,0,1,Resolved On-Site
EMG_001719,2023-06-04 07:10:00,D11,Traffic Accident,Medium,20.277790957642555,1,0,0,1,Resolved On-Site
EMG_001721,2023-06-04 08:05:00,D12,Traffic Accident,Medium,17.03381169117917,1,0,0,1,Resolved On-Site
EMG_001720,2023-06-04 08:58:00,D10,Public Safety Incident,Medium,13.238694585370371,0,0,0,0,Resolved On-Site
EMG_001722,2023-06-04 12:33:00,D06,Traffic Accident,Medium,14.598450878457657,1,0,0,1,Transported to Hospital
EMG_001723,2023-06-04 12:50:00,D06,Medical Emergency,Low,18.387093211035115,1,0,0,0,Transported to Hospital
EMG_001725,2023-06-04 14:08:00,D10,Medical Emergency,Low,12.691226245080552,1,0,0,0,Transported to Hospital
EMG_001724,2023-06-04 14:19:00,D06,Traffic Accident,High,9.960266197424442,1,1,0,1,Resolved On-Site
EMG_001726,2023-06-04 20:16:00,D16,Public Safety Incident,Medium,15.902608200252857,0,0,0,0,Transported to Hospital
EMG_001727,2023-06-04 22:22:00,D08,Public Safety Incident,Low,18.344911920547936,0,0,0,0,Resolved On-Site
EMG_001728,2023-06-04 22:34:00,D08,Traffic Accident,Low,17.93496909045259,1,0,0,1,Transported to Hospital
EMG_001729,2023-06-05 00:21:00,D09,Traffic Accident,High,6.612931872577013,1,1,0,1,Transported to Hospital
EMG_001730,2023-06-05 07:38:00,D02,Traffic Accident,Low,23.332695871630783,1,0,0,1,Resolved On-Site
EMG_001731,2023-06-05 07:56:00,D07,Medical Emergency,Critical,17.823452611131735,1,1,0,0,Resolved On-Site
EMG_001732,2023-06-05 07:58:00,D07,Medical Emergency,Medium,24.9104200651389,1,0,0,0,Referred to Other Agency
EMG_001733,2023-06-05 07:58:00,D09,Medical Emergency,High,25.227137224142144,1,1,0,0,Resolved On-Site
EMG_001734,2023-06-05 14:06:00,D03,Public Safety Incident,Medium,8.361166656674254,0,0,0,0,Resolved On-Site
EMG_001735,2023-06-05 14:07:00,D11,Traffic Accident,Medium,25.564950790659648,1,0,0,1,Resolved On-Site
EMG_001736,2023-06-05 15:36:00,D09,Traffic Accident,Low,25.36899428512234,1,0,0,1,Resolved On-Site
EMG_001738,2023-06-05 16:35:00,D15,Traffic Accident,Low,28.88707970793279,1,0,0,1,Referred to Other Agency
EMG_001737,2023-06-05 16:43:00,D06,Infrastructure Failure,Low,26.19807190361684,0,0,0,0,Resolved On-Site
EMG_001739,2023-06-06 04:57:00,D09,Fire,Medium,13.67622429020733,0,0,0,0,Resolved On-Site
EMG_001740,2023-06-06 06:19:00,D03,Medical Emergency,Medium,15.612939627076427,1,0,0,0,Resolved On-Site
EMG_001742,2023-06-06 08:01:00,D15,Medical Emergency,Low,26.803688872054423,1,0,0,0,Transported to Hospital
EMG_001741,2023-06-06 08:10:00,D04,Traffic Accident,High,23.267227789347796,1,1,0,1,Resolved On-Site
EMG_001743,2023-06-06 11:21:00,D10,Traffic Accident,Critical,7.19547367432709,1,1,0,1,Resolved On-Site
EMG_001744,2023-06-06 11:36:00,D10,Public Safety Incident,Medium,18.197575955957,0,0,0,0,Resolved On-Site
EMG_001745,2023-06-06 13:57:00,D17,Medical Emergency,Medium,18.01704130068836,1,0,0,0,Resolved On-Site
EMG_001746,2023-06-06 16:49:00,D07,Public Safety Incident,Medium,23.99734088858745,0,0,0,0,Resolved On-Site
EMG_001748,2023-06-06 18:06:00,D15,Medical Emergency,Low,26.733771547810967,1,0,0,0,Transported to Hospital
EMG_001747,2023-06-06 18:53:00,D15,Traffic Accident,Low,25.94360227561469,1,0,0,1,Transported to Hospital
EMG_001749,2023-06-06 19:54:00,D06,Public Safety Incident,Low,27.282194541466072,0,0,0,0,Transported to Hospital
EMG_001751,2023-06-07 02:42:00,D07,Medical Emergency,Medium,15.184809982099074,1,0,0,0,Transported to Hospital
EMG_001750,2023-06-07 02:58:00,D06,Traffic Accident,Medium,15.659767251569594,1,0,0,1,Resolved On-Site
EMG_001752,2023-06-07 05:17:00,D04,Medical Emergency,High,6.149265678285865,1,1,0,0,Resolved On-Site
EMG_001753,2023-06-07 05:47:00,D08,Medical Emergency,Critical,5.16983545953968,1,1,0,0,Resolved On-Site
EMG_001754,2023-06-07 06:17:00,D19,Traffic Accident,Low,20.92207709133022,1,0,0,1,Transported to Hospital
EMG_001755,2023-06-07 06:58:00,D19,Public Safety Incident,Low,19.90578637561856,0,0,0,0,Transported to Hospital
EMG_001756,2023-06-07 08:30:00,D15,Medical Emergency,Critical,16.637611236662778,1,1,0,0,Resolved On-Site
EMG_001757,2023-06-07 09:54:00,D09,Traffic Accident,Medium,28.810385094185573,1,0,0,1,Transported to Hospital
EMG_001758,2023-06-07 19:00:00,D08,Medical Emergency,Medium,18.546632640564624,1,0,0,0,Resolved On-Site
EMG_001759,2023-06-07 22:00:00,D05,Medical Emergency,Low,22.125540462670124,1,0,0,0,Resolved On-Site
EMG_001762,2023-06-07 22:11:00,D18,Traffic Accident,Low,22.512388867012923,1,0,0,1,Resolved On-Site
EMG_001761,2023-06-07 22:21:00,D09,Medical Emergency,Medium,23.08682356823575,1,0,0,0,Transported to Hospital
EMG_001760,2023-06-07 22:38:00,D05,Medical Emergency,Low,21.03621122341438,1,0,0,0,Transported to Hospital
EMG_001763,2023-06-07 23:07:00,D17,Medical Emergency,High,10.230720675342374,1,1,0,0,Transported to Hospital
EMG_001764,2023-06-08 01:40:00,D12,Traffic Accident,Medium,11.943384379430654,1,0,0,1,Resolved On-Site
EMG_001765,2023-06-08 05:04:00,D03,Traffic Accident,Low,17.65698736844826,1,0,0,1,Transported to Hospital
EMG_001766,2023-06-08 06:11:00,D20,Public Safety Incident,Medium,15.436190145250606,0,0,0,0,Transported to Hospital
EMG_001767,2023-06-08 10:09:00,D09,Medical Emergency,Low,23.173250150204765,1,0,0,0,Resolved On-Site
EMG_001769,2023-06-08 11:15:00,D09,Medical Emergency,Low,22.88030250187888,1,0,0,0,Transported to Hospital
EMG_001768,2023-06-08 11:19:00,D09,Traffic Accident,High,16.830603709653253,1,1,0,1,Resolved On-Site
EMG_001770,2023-06-08 14:09:00,D06,Medical Emergency,Low,19.82613310483375,1,0,0,0,Resolved On-Site
EMG_001772,2023-06-08 16:00:00,D06,Medical Emergency,Medium,24.87197672541115,1,0,0,0,Resolved On-Site
EMG_001771,2023-06-08 16:36:00,D04,Traffic Accident,Low,30.74813042116988,1,0,0,1,Transported to Hospital
EMG_001773,2023-06-08 18:01:00,D18,Fire,High,15.86152396414392,0,0,0,0,Referred to Other Agency
EMG_001774,2023-06-08 19:06:00,D02,Traffic Accident,Low,28.057547663975665,1,0,0,1,Resolved On-Site
EMG_001775,2023-06-09 00:43:00,D08,Traffic Accident,Low,13.08902716564446,1,0,0,1,Resolved On-Site
EMG_001778,2023-06-09 09:10:00,D11,Traffic Accident,Low,46.23851906991168,1,0,0,1,Transported to Hospital
EMG_001777,2023-06-09 09:19:00,D10,Traffic Accident,Low,35.52685306495002,1,0,0,1,Resolved On-Site
EMG_001779,2023-06-09 09:27:00,D11,Public Safety Incident,Low,47.60560804596472,0,0,0,0,Referred to Other Agency
EMG_001776,2023-06-09 09:36:00,D03,Medical Emergency,Low,34.15388162140236,1,0,0,0,Resolved On-Site
EMG_001785,2023-06-09 10:02:00,D19,Traffic Accident,Medium,35.91477737915852,1,0,0,1,Transported to Hospital
EMG_001782,2023-06-09 10:09:00,D09,Weather Emergency,High,40.15178326900838,0,0,1,0,Resolved On-Site
EMG_001780,2023-06-09 10:10:00,D04,Public Safety Incident,Low,45.9176627675585,0,0,0,0,Resolved On-Site
EMG_001784,2023-06-09 10:12:00,D13,Traffic Accident,Low,34.13481727388936,1,0,0,1,Resolved On-Site
EMG_001783,2023-06-09 10:36:00,D13,Weather Emergency,Medium,26.346125375787164,0,0,1,0,Transported to Hospital
EMG_001781,2023-06-09 10:49:00,D05,Fire,Medium,40.70668887755716,0,0,0,0,Transported to Hospital
EMG_001788,2023-06-09 13:15:00,D11,Medical Emergency,Low,38.42176212002897,1,0,0,0,Referred to Other Agency
EMG_001789,2023-06-09 13:49:00,D18,Medical Emergency,Low,27.73606977475653,1,0,0,0,Resolved On-Site
EMG_001786,2023-06-09 13:54:00,D03,Medical Emergency,Medium,16.81964901247282,1,0,0,0,Transported to Hospital
EMG_001787,2023-06-09 13:59:00,D11,Fire,Medium,34.39672652977127,0,0,0,0,Resolved On-Site
EMG_001792,2023-06-09 16:22:00,D02,Traffic Accident,Medium,22.639699085736133,1,0,0,1,Resolved On-Site
EMG_001790,2023-06-09 16:31:00,D02,Medical Emergency,Low,28.51459593644688,1,0,0,0,Resolved On-Site
EMG_001791,2023-06-09 16:53:00,D02,Traffic Accident,Low,25.98328460334139,1,0,0,1,Resolved On-Site
EMG_001794,2023-06-09 17:44:00,D05,Public Safety Incident,Medium,27.199655529714647,0,0,0,0,Resolved On-Site
EMG_001793,2023-06-09 17:52:00,D01,Traffic Accident,Critical,19.8979128117893,1,1,0,1,Transported to Hospital
EMG_001795,2023-06-09 20:57:00,D13,Medical Emergency,Low,15.810496886541545,1,0,0,0,Resolved On-Site
EMG_001796,2023-06-10 03:02:00,D19,Medical Emergency,Low,17.606906213384555,1,0,0,0,Resolved On-Site
EMG_001798,2023-06-10 06:08:00,D15,Medical Emergency,Low,18.18694635996325,1,0,0,0,Transported to Hospital
EMG_001797,2023-06-10 06:26:00,D15,Medical Emergency,Low,19.76155245406216,1,0,0,0,Referred to Other Agency
EMG_001799,2023-06-10 06:49:00,D16,Traffic Accident,Critical,5.732479906908138,1,1,0,1,Transported to Hospital
EMG_001800,2023-06-10 07:32:00,D02,Traffic Accident,Medium,14.6402067492623,1,0,0,1,Resolved On-Site
EMG_001801,2023-06-10 09:50:00,D04,Fire,Critical,12.475886733442136,0,0,0,0,Resolved On-Site
EMG_001802,2023-06-10 10:05:00,D15,Traffic Accident,Medium,14.588032387187097,1,0,0,1,Resolved On-Site
EMG_001803,2023-06-10 10:15:00,D18,Medical Emergency,Low,20.16553105726487,1,0,0,0,Transported to Hospital
EMG_001804,2023-06-10 11:52:00,D04,Traffic Accident,Medium,17.184090857994967,1,0,0,1,Resolved On-Site
EMG_001805,2023-06-10 11:54:00,D04,Medical Emergency,Medium,17.596180167470237,1,0,0,0,Resolved On-Site
EMG_001806,2023-06-10 12:56:00,D09,Medical Emergency,Low,22.805536587869508,1,0,0,0,Resolved On-Site
EMG_001807,2023-06-10 13:57:00,D05,Medical Emergency,High,11.811129418797975,1,1,0,0,Transported to Hospital
EMG_001808,2023-06-10 18:09:00,D06,Public Safety Incident,Medium,20.0305629126392,0,0,0,0,Resolved On-Site
EMG_001809,2023-06-10 21:14:00,D01,Medical Emergency,Medium,17.940152311895382,1,0,0,0,Resolved On-Site
EMG_001810,2023-06-10 22:44:00,D06,Public Safety Incident,Medium,11.456935355027932,0,0,0,0,Resolved On-Site
EMG_001811,2023-06-11 06:15:00,D01,Traffic Accident,Medium,18.772673228307355,1,0,0,1,Resolved On-Site
EMG_001812,2023-06-11 08:29:00,D10,Traffic Accident,Low,17.47323877855818,1,0,0,1,Transported to Hospital
EMG_001813,2023-06-11 09:06:00,D04,Traffic Accident,Medium,22.677477085895585,1,0,0,1,Resolved On-Site
EMG_001814,2023-06-11 17:16:00,D09,Medical Emergency,High,13.862386124965951,1,1,0,0,Transported to Hospital
EMG_001815,2023-06-11 17:37:00,D18,Medical Emergency,High,12.176959480053393,1,1,0,0,Transported to Hospital
EMG_001816,2023-06-11 19:03:00,D08,Medical Emergency,High,13.441880065981955,1,1,0,0,Resolved On-Site
EMG_001817,2023-06-11 19:51:00,D10,Traffic Accident,Low,14.994892053491975,1,0,0,1,Resolved On-Site
EMG_001819,2023-06-12 01:25:00,D17,Fire,High,6.589360409414865,0,0,0,0,Resolved On-Site
EMG_001818,2023-06-12 01:51:00,D14,Public Safety Incident,Low,17.476773929758803,0,0,0,0,Transported to Hospital
EMG_001820,2023-06-12 02:01:00,D13,Medical Emergency,Low,13.347490532390475,1,0,0,0,Transported to Hospital
EMG_001821,2023-06-12 04:13:00,D14,Traffic Accident,Medium,13.321634597871991,1,0,0,1,Transported to Hospital
EMG_001823,2023-06-12 05:28:00,D18,Traffic Accident,Low,14.847558853411131,1,0,0,1,Resolved On-Site
EMG_001822,2023-06-12 05:46:00,D18,Traffic Accident,Low,15.50312037648351,1,0,0,1,Resolved On-Site
EMG_001824,2023-06-12 07:40:00,D07,Medical Emergency,Medium,24.32668181871439,1,0,0,0,Transported to Hospital
EMG_001825,2023-06-12 10:54:00,D18,Medical Emergency,Medium,15.319960852479111,1,0,0,0,Transported to Hospital
EMG_001826,2023-06-12 11:18:00,D14,Traffic Accident,Low,18.781935583770405,1,0,0,1,Resolved On-Site
EMG_001827,2023-06-12 12:35:00,D08,Traffic Accident,Medium,17.014584956860144,1,0,0,1,Transported to Hospital
EMG_001828,2023-06-12 21:28:00,D04,Traffic Accident,High,16.864053334223428,1,1,0,1,Resolved On-Site
EMG_001829,2023-06-13 03:12:00,D16,Fire,Low,14.922672301390676,0,0,0,0,Transported to Hospital
EMG_001830,2023-06-13 06:53:00,D18,Traffic Accident,Low,14.34187632426852,1,0,0,1,Transported to Hospital
EMG_001832,2023-06-13 10:06:00,D17,Traffic Accident,High,19.033442639001272,1,1,0,1,Transported to Hospital
EMG_001831,2023-06-13 10:47:00,D17,Traffic Accident,Medium,16.088273989408584,1,0,0,1,Transported to Hospital
EMG_001833,2023-06-13 17:26:00,D01,Public Safety Incident,Low,30.04223108204861,0,0,0,0,Transported to Hospital
EMG_001834,2023-06-13 17:41:00,D05,Medical Emergency,Medium,23.547006688599456,1,0,0,0,Resolved On-Site
EMG_001835,2023-06-13 18:38:00,D03,Fire,Medium,11.761235551373868,0,0,0,0,Resolved On-Site
EMG_001837,2023-06-13 19:07:00,D16,Traffic Accident,Medium,19.15774130592732,1,0,0,1,Transported to Hospital
EMG_001836,2023-06-13 19:41:00,D16,Traffic Accident,Low,22.36984733340131,1,0,0,1,Resolved On-Site
EMG_001838,2023-06-14 04:28:00,D09,Traffic Accident,Medium,14.413314103180817,1,0,0,1,Transported to Hospital
EMG_001839,2023-06-14 05:21:00,D09,Traffic Accident,Medium,19.481854169424285,1,0,0,1,Referred to Other Agency
EMG_001841,2023-06-14 14:13:00,D19,Traffic Accident,High,17.55742942989831,1,1,0,1,Resolved On-Site
EMG_001840,2023-06-14 14:43:00,D12,Medical Emergency,Medium,14.35852838609803,1,0,0,0,Transported to Hospital
EMG_001842,2023-06-14 16:56:00,D13,Medical Emergency,Medium,16.960976664957784,1,0,0,0,Transported to Hospital
EMG_001844,2023-06-14 19:31:00,D11,Traffic Accident,High,28.344620185237776,1,1,0,1,Transported to Hospital
EMG_001843,2023-06-14 19:58:00,D11,Medical Emergency,Low,35.647769601503846,1,0,0,0,Referred to Other Agency
EMG_001845,2023-06-14 22:04:00,D14,Public Safety Incident,Low,24.076600568934783,0,0,0,0,Resolved On-Site
EMG_001846,2023-06-15 06:53:00,D07,Traffic Accident,Low,21.66038344958329,1,0,0,1,Resolved On-Site
EMG_001847,2023-06-15 10:51:00,D03,Medical Emergency,Low,19.30156070408295,1,0,0,0,Transported to Hospital
EMG_001848,2023-06-15 12:35:00,D02,Medical Emergency,Low,22.277137930655165,1,0,0,0,Transported to Hospital
EMG_001849,2023-06-15 12:37:00,D02,Infrastructure Failure,Critical,11.223721836762708,0,0,0,0,Resolved On-Site
EMG_001850,2023-06-15 14:00:00,D08,Infrastructure Failure,High,10.929175671476386,0,0,0,0,Resolved On-Site
EMG_001851,2023-06-15 14:00:00,D08,Traffic Accident,Medium,17.355803067507047,1,0,0,1,Resolved On-Site
EMG_001853,2023-06-16 07:05:00,D12,Medical Emergency,Low,21.5905792587407,1,0,0,0,Resolved On-Site
EMG_001852,2023-06-16 07:17:00,D08,Medical Emergency,Medium,20.386238878670454,1,0,0,0,Resolved On-Site
